Year,Original,Fitted
"2,000","-2,024.982","-2,298.764"
"2,001","-2,406.977","-1,957.228"
"2,002","-1,341.251","-1,615.691"
"2,003","-1,470.773","-1,274.155"
"2,005",-492.937,-591.082
"2,006",-821.937,-600.255
"2,007",-742.412,-609.427
"2,009",-537.471,-627.773
"2,010",-694.18,-636.946
"2,011",-875.627,-646.119
"2,012",-693.422,-655.292
"2,014",-438.514,-673.638
"2,015",-702.1,-682.811
"2,016",-700.575,-691.983
"2,018",-752.839,-710.329
"2,019",-662.427,-719.502
"2,020",-651.915,-728.675
